"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","26009360","S","20","CCT","1203 River Road Unit#8B","Edgewater","$598,000","05/28/2026","$598,000","Condo","1,192","","2","2","0"
"1","26010438","S","12","CCT","69 Arnold Drive Unit#5810","Wood Ridge","$594,000","05/11/2026","$587,000","TWNHS","1,004","","2","2","0"
"1","25019783","S","224","CCT","56 Meadowview Court","Leonia","$590,000","05/11/2026","$630,000","TWNHS","1,248","","2","2","1"
"1","26007356","S","35","CCT","62 Frederick Street Unit#1","Hackensack","$589,000","05/21/2026","$589,000","TWNHS","1,227","","3","1","1"
"1","26010245","S","11","CCT","7 S Maple                Avenue Unit#7B","Park Ridge","$585,000","05/29/2026","$485,000","Condo","","","2","2","0"
"1","26007663","S","8","CCT","68 Leahy Drive Unit#4904","Wood Ridge","$580,000","05/11/2026","$570,000","TWNHS","","","2","2","0"
"1","26007494","S","9","CCT","1194 Chedworth Circle","Mahwah","$580,000","05/01/2026","$499,000","TWNHS","1,564","","2","2","1"
"1","26008206","S","13","CCT","855 Valley Brook         Unit#2G","Lyndhurst","$570,000","05/29/2026","$549,000","TWNHS","1,563","","2","2","0"
"1","25032111","S","181","CCT","659 Richmond Court Unit#659","Ramsey","$562,000","05/15/2026","$535,000","TWNHS","1,490","","2","2","0"
"1","26007955","S","16","CCT","218 Indian Hollow Court","Mahwah","$560,000","05/12/2026","$510,000","Condo","1,300","","2","2","0"
"1","26006202","S","42","CCT","132 Union Avenue Unit#405A","East Rutherford","$560,000","05/15/2026","$599,000","Condo","1,267","","2","2","0"
"1","26005991","S","3","CCT","2106 Henry Court","Mahwah","$560,000","05/14/2026","$537,500","Condo","1,356","","2","2","1"
"1","26007172","S","11","CCT","1456 York Street","Mahwah","$547,000","05/04/2026","$498,990","Condo","1,108","","2","2","0"
"1","25037628","S","78","CCT","615 Prospect Avenue Unit#B","Fairview","$545,000","05/04/2026","$574,900","Condo","1,198","","2","1","1"
"1","25042663","S","44","CCT","150 Grand Avenue Unit#1A","Hackensack","$542,700","05/22/2026","$499,000","Condo","1,497","","3","2","0"
